"V1","V2","V3"
-47.713,-27.817,9.256
-47.505,-28.641,10.38
-49.067,-28.54,11.367
-51.151,-27.587,11.273
-51.068,-28.748,12.061
-43.22,-25.598,12.557
-43.106,-26.796,12.074
-42.597,-22.881,12.456
-43.01,-24.242,12.773
-44.842,-25.227,11.381
-46.298,-24.552,10.088
-45.84,-25.363,9.4659
-41.691,-20.872,10.499
-42.059,-21.729,11.625
-41.381,-19.869,7.8312
-41.398,-20.301,9.1776
-43.51,-20.214,10.701
-45.559,-19.76,10.743
-46.138,-21.081,11.188
-46.557,-23.62,10.649
-47.521,-23.644,8.7743
-44.616,-22.641,11.985
-46.538,-22.424,11.098
-48.141,-21.984,9.9261
-48.711,-22.577,7.5352
-48.372,-23.319,7.1547
-49.439,-21.199,8.6331
-49.086,-21.907,8.0484
-49.916,-21.538,6.5006
-51.327,-20.532,5.6594
-51.316,-21.349,5.6908
-51.29,-26.566,10.256
-53.184,-26.792,11.2
-47.921,-26.916,8.2992
-49.512,-26.758,9.1517
-51.455,-25.628,9.1707
-51.529,-24.764,8.1209
-53.275,-24.653,9.2808
-44.913,-26.879,8.7407
-46.205,-26.96,8.0274
-44.037,-27.022,10.317
-45.359,-26.059,8.9656
-46.669,-25.109,7.8342
-49.736,-24.969,7.26
-51.519,-23.896,7.1963
-47.98,-25.969,7.5161
-48.038,-24.995,7.0209
-48.168,-24.114,6.9209
-51.467,-23.074,6.5039
-53.261,-22.942,7.3079
-49.713,-23.195,6.3333
-51.383,-22.232,5.988
-53.079,-21.321,5.8757
-55.24,-26.146,11.082
-55.227,-27.429,11.504
-55.128,-23.8,9.3951
-55.155,-24.871,10.324
-57.176,-25.545,10.904
-59.005,-24.994,10.71
-58.999,-26.25,10.832
-54.976,-22.042,7.4705
-55.092,-22.874,8.3795
-54.786,-20.402,5.8899
-54.897,-21.199,6.6342
-56.725,-21.162,7.6678
-58.451,-20.352,7.7697
-58.595,-21.258,8.6747
-58.88,-23.611,10.335
-60.756,-24.394,10.573
-56.928,-23.029,9.5301
-58.71,-22.341,9.5957
-60.523,-21.685,9.6426
-62.726,-23.801,10.424
-62.693,-25.077,10.593
-62.593,-21.05,9.5625
-62.736,-22.394,10.125
-64.779,-23.236,10.133
-66.942,-22.961,9.0691
-66.908,-24.269,9.5198
-41.886,-19.439,5.0782
-41.498,-19.649,6.4091
-42.956,-18.966,2.5488
-42.374,-19.268,3.7423
-43.02,-18.134,5.3979
-44.275,-16.774,5.8929
-44.199,-17.235,7.2808
-44.01,-17.958,0.4303
-43.51,-18.565,1.4153
-44.631,-16.202,-1.444
-44.377,-17.165,-0.53824
-45.098,-16.623,0.61306
-46.174,-15.166,0.85189
-45.613,-15.74,1.9028
-44.541,-16.479,4.4404
-45.559,-15.513,6.3111
-43.995,-17.601,2.7854
-45.034,-16.113,3.1606
-46.051,-14.615,3.4539
-47.179,-14.31,6.7615
-47.565,-15.231,8.0037
-47.228,-12.975,3.8739
-47.024,-13.568,5.2813
-48.979,-13.245,6.9711
-51.218,-12.315,6.9471
-51.801,-13.753,7.6144
-44.864,-14.012,-3.2319
-44.799,-15.121,-2.3213
-44.946,-11.825,-5.0609
-44.93,-12.874,-4.1472
-46.01,-12.649,-2.9525
-47.186,-11.166,-2.716
-47.127,-12.31,-1.8894
-45.015,-9.8205,-6.8225
-44.983,-10.778,-5.969
-45.039,-8.8858,-7.6251
-46.062,-8.329,-6.3772
-47.184,-7.7396,-5.141
-47.25,-9.9474,-3.5191
-48.358,-9.5554,-2.4872
-46.048,-10.391,-4.6905
-47.205,-8.8382,-4.3376
-48.296,-7.1973,-3.984
-49.422,-7.6517,-2.1702
-49.33,-8.8656,-1.4155
-49.389,-6.4729,-2.8769
-50.356,-5.7403,-1.7872
-51.537,-4.8689,-0.64611
-50.744,-10.998,5.8118
-53.473,-11.499,6.5158
-47.647,-12.411,2.4747
-48.619,-11.389,4.2092
-50.55,-9.9191,4.5256
-50.566,-8.9499,3.1284
-52.672,-8.642,4.5698
-46.638,-14.401,-0.17419
-47.185,-13.618,1.032
-45.773,-14.866,-1.2344
-46.936,-13.45,-1.056
-48.066,-11.888,-0.87693
-49.329,-9.9114,1.6466
-50.834,-8.0259,1.9982
-48.211,-11.791,1.3341
-48.739,-11.004,0.26231
-49.126,-10.021,-0.61356
-51.125,-7.0536,0.99604
-52.713,-6.397,2.1916
-50.103,-8.0519,-0.26759
-51.39,-5.9557,0.12748
-52.997,-4.1849,0.38827
-55.657,-10.69,5.7299
-55.69,-12.205,5.659
-55.004,-7.4229,4.3945
-55.359,-8.996,5.2997
-57.639,-9.6462,4.8612
-59.648,-8.4178,4.0714
-59.275,-9.9237,3.8872
-54.821,-4.7801,2.3007
-54.796,-6.0425,3.2761
-54.792,-3.6221,1.3889
-56.937,-3.2596,2.3591
-59.49,-3.1846,2.8777
-59.803,-6.6174,4.0342
-61.75,-7.1018,3.0626
-57.323,-6.1584,4.1036
-59.735,-4.7976,3.5993
-61.886,-3.8638,2.0979
-63.273,-6.2145,0.91827
-63.349,-7.5266,1.5565
-63.009,-5.0277,0.27333
-63.136,-6.3456,-1.8552
-63.015,-7.6989,-3.5535
-66.962,-21.679,8.5234
-68.206,-23.391,7.0323
-62.465,-19.81,8.8084
-64.751,-20.487,9.174
-66.931,-20.435,7.9422
-66.94,-19.294,7.2531
-68.128,-21.194,5.7747
-58.425,-19.474,6.9014
-60.3,-19.578,7.9159
-54.716,-19.586,5.2673
-56.551,-19.528,5.9774
-58.309,-18.697,6.0905
-58.317,-17.876,5.3584
-60.248,-17.846,6.2564
-64.658,-18.181,7.7727
-66.943,-18.297,6.5159
-62.387,-18.798,8.005
-62.382,-17.826,7.1851
-62.318,-16.97,6.4048
-66.94,-17.274,5.6992
-68.025,-19.208,4.274
-62.335,-16.088,5.6707
-64.671,-16.249,6.1882
-66.922,-16.332,4.8248
-66.883,-15.382,3.9241
-67.797,-17.288,2.4338
-51.461,-19.772,5.8485
-52.88,-19.608,5.1021
-49.56,-20.259,9.2219
-50.553,-20.228,7.4214
-51.746,-19.141,6.2645
-52.03,-18.357,6.6816
-53.021,-18.036,5.2655
-44.887,-18.679,9.8279
-47.533,-19.428,10.384
-42.786,-18.811,8.2201
-44.466,-17.83,8.6643
-46.203,-17.014,8.9234
-50.92,-18.415,8.4212
-52.243,-17.538,7.1482
-49.357,-19.033,9.5451
-48.851,-17.702,9.4875
-48.18,-16.372,8.9717
-52.353,-16.499,7.506
-53.445,-16.437,5.8514
-50.22,-15.828,8.6334
-52.207,-15.226,7.7643
-53.918,-14.441,6.6002
-64.746,-14.322,4.6738
-66.811,-14.418,3.003
-60.177,-16.154,4.9117
-62.292,-15.167,5.0147
-62.362,-14.144,4.3976
-60.153,-14.181,3.8674
-62.346,-13.165,3.8022
-56.382,-17.888,4.7231
-58.219,-17.045,4.7538
-54.569,-18.745,4.7803
-54.562,-17.881,4.541
-54.56,-17.033,4.5683
-58.141,-15.184,3.95
-58.183,-14.186,3.6327
-58.217,-16.165,4.338
-56.326,-16.076,4.1673
-54.667,-16.119,4.6449
-56.402,-14.196,3.9341
-58.26,-13.264,3.4478
-54.821,-15.285,4.784
-55.127,-14.435,5.0039
-55.456,-13.45,5.3811
-66.721,-13.503,2.0337
-67.326,-15.421,0.46433
-62.49,-12.215,3.2974
-64.853,-12.395,3.1254
-66.597,-12.546,1.0472
-66.361,-11.637,-0.03799
-66.474,-13.566,-1.6074
-58.483,-12.298,3.4652
-60.329,-12.248,3.2191
-57.032,-12.323,4.3706
-58.823,-11.204,3.6516
-60.972,-9.9805,3.1476
-64.989,-10.351,1.4913
-65.903,-10.66,-1.1399
-62.661,-11.184,2.8777
-62.983,-10.025,2.4907
-63.216,-8.8133,2.0518
-65.217,-9.6435,-2.1334
-64.97,-11.578,-3.5286
-64.551,-8.2289,-0.32383
-64.19,-8.566,-3.0058
-62.641,-9.3083,-4.7591
-68.014,-24.285,4.6562
-68.14,-25.359,5.1875
-67.904,-22.304,3.4129
-67.941,-23.295,4.0562
-66.406,-25.047,2.9421
-64.403,-25.314,2.1872
-64.513,-26.264,2.7482
-67.684,-20.393,1.8837
-67.831,-21.35,2.6804
-67.088,-18.401,0.097846
-67.433,-19.367,0.99151
-65.948,-21.199,0.15956
-63.767,-21.538,-0.63521
-64.103,-22.574,0.011595
-64.358,-24.437,1.5202
-62.475,-25.483,1.6954
-66.3,-23.136,1.6641
-64.305,-23.502,0.76519
-62.306,-23.804,0.066894
-60.762,-25.773,1.1376
-60.85,-26.545,1.8895
-60.452,-24.066,-0.6126
-60.66,-25.024,0.25513
-59.037,-26.172,0.49455
-57.291,-26.575,-0.15504
-57.414,-27.269,0.77444
-66.143,-16.493,-1.6146
-66.68,-17.454,-0.76147
-64.851,-14.575,-3.2597
-65.582,-15.546,-2.4305
-63.809,-17.179,-2.4783
-61.599,-17.568,-2.7338
-62.202,-18.431,-2.1916
-63.109,-12.494,-4.765
-64.074,-13.61,-4.0083
-62.095,-11.31,-5.3195
-61.068,-13.225,-5.2603
-59.919,-14.88,-4.8954
-61.06,-16.731,-3.3573
-59.537,-17.937,-3.0255
-62.551,-15.326,-3.8266
-60.475,-15.805,-4.1258
-58.587,-16.279,-4.4648
-57.69,-18.331,-3.4639
-58.224,-19.143,-2.9286
-57.289,-17.535,-4.1419
-55.976,-18.749,-4.0127
-54.626,-20.026,-3.9559
-57.047,-25.753,-1.0789
-55.465,-26.934,-0.70444
-60.097,-23.057,-1.1839
-58.57,-24.413,-1.2325
-56.67,-24.696,-1.7411
-56.21,-23.678,-2.0728
-54.752,-25.006,-2.1159
-63.322,-20.459,-1.2017
-61.632,-21.802,-1.1274
-65.018,-19.105,-1.2415
-62.778,-19.409,-1.6969
-60.641,-19.672,-2.0158
-57.7,-22.356,-2.0148
-55.798,-22.687,-2.3892
-59.658,-22.03,-1.5851
-59.212,-21.011,-1.9695
-58.706,-20.038,-2.4086
-55.38,-21.733,-2.8169
-53.916,-23.011,-2.7736
-56.806,-20.442,-2.879
-54.965,-20.869,-3.3327
-53.201,-21.281,-3.8444
-53.721,-27.207,-1.1825
-53.934,-27.948,-0.24855
-52.92,-25.299,-2.3638
-53.34,-26.329,-1.9255
-51.978,-27.489,-1.5259
-50.304,-27.737,-1.8587
-50.603,-28.54,-1.0911
-52.116,-23.339,-3.1633
-52.469,-24.308,-2.7335
-51.767,-22.442,-3.7295
-50.422,-23.668,-3.6078
-49.122,-24.914,-3.4894
-49.86,-26.846,-2.4322
-48.802,-28.099,-2.205
-51.141,-25.588,-2.6176
-49.467,-25.858,-2.9186
-48.17,-26.241,-3.4377
-47.73,-28.682,-2.9064
-47.953,-29.471,-2.1807
-47.594,-27.774,-3.6039
-47.696,-29.395,-3.8597
-48.279,-30.993,-4.0446
-43.213,-33.952,14.557
-42.054,-34.625,15.243
-45.739,-32.394,13.634
-44.371,-33.19,14.017
-44.825,-34.077,14.968
-46.374,-34.147,15.27
-45.197,-34.779,15.892
-48.972,-30.762,12.976
-47.25,-31.572,13.283
-53.118,-29.275,12.149
-51.042,-29.976,12.57
-51.007,-31.084,13.011
-52.918,-31.313,12.836
-50.991,-32.008,13.515
-47.68,-33.489,14.698
-47.953,-34.208,15.497
-47.484,-32.606,13.985
-49.17,-32.783,14.16
-51.058,-32.794,14.219
-49.481,-34.152,15.723
-48.197,-34.737,16.377
-52.903,-32.774,14.294
-51.124,-33.443,15.033
-51.302,-33.99,15.894
-53.142,-33.922,16.113
-51.493,-34.48,16.873
-57.094,-27.926,11.27
-55.165,-28.578,11.68
-60.66,-26.804,10.718
-58.931,-27.36,10.904
-58.785,-28.414,11.069
-60.447,-28.856,11.157
-58.676,-29.371,11.388
-64.542,-25.794,10.657
-62.536,-26.285,10.699
-68.267,-25.798,8.1199
-66.791,-25.498,9.9606
-66.683,-26.698,10.349
-68.187,-28.058,9.2217
-66.499,-27.774,10.768
-62.245,-28.4,11.101
-62.073,-29.309,11.468
-62.419,-27.411,10.873
-64.185,-28.002,11.137
-66.278,-28.75,11.151
-63.779,-29.752,11.83
-61.917,-30.137,11.907
-67.868,-30.001,10.283
-66.066,-29.613,11.563
-65.845,-30.413,12.032
-67.504,-31.745,11.364
-65.676,-31.242,12.524
-54.887,-33.436,15.364
-55.058,-34.011,16.254
-54.782,-32.195,13.599
-54.823,-32.829,14.437
-56.734,-32.996,14.601
-58.362,-32.568,13.957
-58.359,-33.247,14.747
-54.888,-30.626,12.213
-54.786,-31.489,12.843
-54.994,-29.671,11.862
-56.841,-29.939,11.751
-58.53,-30.279,11.873
-58.395,-31.848,13.207
-59.999,-32.125,13.445
-56.71,-31.628,12.993
-58.444,-31.09,12.489
-60.188,-30.572,12.123
-61.637,-31.71,13.078
-61.564,-32.453,13.742
-61.753,-30.899,12.448
-63.45,-31.323,12.846
-65.496,-32.012,13.023
-56.91,-34.274,16.329
-55.226,-34.636,17.147
-59.983,-33.604,14.906
-58.417,-33.958,15.569
-58.53,-34.653,16.31
-60.076,-35.134,16.282
-58.645,-35.423,16.999
-63.257,-32.946,14.031
-61.548,-33.239,14.4
-67.1,-33.368,12.381
-65.353,-32.857,13.539
-65.163,-33.688,14.027
-66.755,-35.032,13.366
-64.999,-34.558,14.511
-61.472,-34.811,15.665
-61.458,-35.588,16.223
-61.509,-34.01,15.045
-63.048,-34.583,15.105
-64.879,-35.359,14.975
-62.951,-36.11,16.226
-61.455,-36.355,16.804
-66.441,-36.718,14.298
-64.776,-36.158,15.511
-64.75,-36.889,16.052
-66.196,-38.343,15.316
-64.805,-37.67,16.583
-66.834,-27.046,3.9097
-68.287,-26.471,5.7187
-62.755,-27.291,2.8225
-64.758,-27.24,3.1614
-65.079,-28.338,3.4905
-63.302,-29.429,3.3896
-65.355,-29.491,3.8259
-59.28,-27.696,2.0411
-61.004,-27.431,2.4778
-55.787,-28.335,1.0703
-57.546,-28.011,1.5501
-57.711,-28.82,2.1294
-56.166,-29.922,2.0957
-57.932,-29.699,2.4591
-61.442,-29.416,3.1111
-61.769,-30.56,3.2945
-61.19,-28.385,2.8826
-59.669,-29.499,2.8079
-58.207,-30.654,2.6312
-60.258,-31.721,3.145
-62.024,-31.752,3.6371
-56.767,-31.841,2.486
-58.531,-31.731,2.7852
-58.774,-32.967,3.2243
-57.249,-34.044,3.5651
-58.882,-33.932,4.0358
-52.437,-28.928,0.18998
-54.088,-28.653,0.6033
-49.423,-29.6,-0.74357
-50.848,-29.233,-0.2549
-51.003,-29.913,0.46096
-49.76,-30.976,0.58266
-51.198,-30.62,1.0098
-47.672,-31.023,-2.4003
-48.187,-30.206,-1.4174
-49.165,-32.386,-4.0693
-48.096,-31.867,-3.3628
-47.917,-32.555,-2.5881
-48.692,-33.882,-2.5819
-47.794,-33.167,-1.8211
-48.453,-31.5,0.0066873
-48.633,-32.229,0.57949
-48.328,-30.867,-0.65931
-47.703,-32.262,-0.84088
-47.644,-33.804,-1.0146
-47.849,-33.558,0.56625
-48.883,-32.964,1.1252
-48.228,-35.16,-0.96983
-47.551,-34.405,-0.25172
-47.568,-35.02,0.51765
-47.986,-36.329,0.56864
-47.635,-35.581,1.2859
-55.613,-34.119,3.1536
-55.73,-34.903,4.0615
-55.046,-31.965,2.2214
-55.382,-33.083,2.5243
-53.989,-34.178,2.8754
-52.38,-34.242,2.671
-52.562,-35.057,3.4177
-54.456,-30.116,1.7501
-54.732,-31.006,2.022
-54.259,-29.355,1.2969
-52.794,-30.345,1.391
-51.448,-31.445,1.4018
-52.082,-33.305,2.1066
-50.877,-34.349,2.508
-53.364,-32.126,1.9697
-51.754,-32.308,1.7143
-50.287,-32.558,1.4602
-49.424,-34.54,2.3034
-49.618,-35.243,3.0394
-49.119,-33.776,1.6755
-48.233,-34.889,1.9488
-47.729,-36.142,2.0418
-54.18,-35.633,4.6106
-55.741,-35.508,4.9522
-51.149,-35.778,4.0169
-52.634,-35.73,4.2935
-52.693,-36.29,5.1292
-51.216,-36.974,5.5398
-52.685,-36.886,5.8128
-48.519,-36.132,3.4464
-49.716,-35.88,3.7867
-47.843,-37.456,2.1105
-47.742,-36.713,2.8242
-47.711,-37.261,3.5671
-47.556,-38.688,3.5609
-47.611,-37.901,4.2932
-49.77,-37.1,5.2301
-49.733,-37.71,5.8634
-49.768,-36.491,4.521
-48.548,-37.333,4.8546
-47.596,-38.53,4.9442
-48.527,-38.608,6.0764
-49.761,-38.41,6.3932
-47.287,-39.973,4.8491
-47.535,-39.159,5.5503
-47.505,-39.815,6.1823
-47.07,-41.25,6.1634
-47.543,-40.495,6.8095
-66.668,-39.506,13.622
-66.431,-40.382,14.124
-67.209,-37.864,12.481
-66.948,-38.691,13.047
-65.997,-40.557,11.956
-64.715,-41.035,10.884
-64.355,-41.812,11.672
-67.561,-36.091,11.456
-67.405,-36.963,11.963
-67.817,-34.399,10.454
-67.692,-35.207,10.96
-66.971,-36.974,9.5069
-65.498,-37.33,8.2325
-65.376,-38.256,8.7742
-65.017,-40.143,10.117
-63.122,-41.059,10.127
-66.591,-38.815,10.654
-65.218,-39.195,9.3908
-63.416,-39.089,8.7427
-61.648,-40.836,9.6414
-61.443,-41.704,10.499
-61.839,-38.798,8.4461
-61.775,-39.832,8.987
-60.148,-40.545,9.3072
-58.774,-40.3,8.974
-58.605,-41.19,9.6993
-68.171,-32.713,9.2939
-67.981,-33.557,9.8945
-68.409,-30.843,8.0844
-68.322,-31.795,8.7049
-67.455,-33.464,7.2213
-65.776,-33.755,5.986
-65.743,-34.657,6.551
-68.429,-28.778,6.8285
-68.449,-29.831,7.4555
-68.35,-27.651,6.2557
-67.279,-29.319,4.8529
-65.628,-30.682,4.2717
-65.83,-32.785,5.3689
-63.789,-33.698,5.3604
-67.493,-31.482,6.0087
-65.75,-31.772,4.7907
-63.803,-31.775,4.1477
-62.082,-33.676,4.9508
-62.016,-34.435,5.6582
-62.14,-32.839,4.2451
-60.463,-33.787,4.4981
-58.863,-34.607,4.9202
-58.865,-39.371,8.4137
-57.342,-40.144,8.6485
-61.934,-37.866,7.9073
-60.354,-38.578,8.2152
-58.898,-38.448,7.8925
-58.883,-37.521,7.3621
-57.359,-38.31,7.624
-65.623,-36.444,7.7054
-63.606,-37.191,7.6641
-67.279,-35.273,8.438
-65.692,-35.576,7.145
-63.667,-35.414,6.5623
-60.366,-36.749,7.0821
-58.816,-36.656,6.8624
-61.996,-36.925,7.3411
-61.98,-36.055,6.8266
-61.979,-35.222,6.2718
-58.818,-35.873,6.3189
-57.263,-36.651,6.6232
-60.346,-35.133,5.994
-58.823,-35.202,5.6734
-57.278,-35.343,5.3153
-55.9,-40.047,8.356
-55.848,-40.911,9.0296
-55.802,-38.248,7.3715
-55.873,-39.133,7.8388
-54.375,-39.967,8.0893
-52.848,-39.902,7.854
-52.929,-40.754,8.4467
-55.718,-36.685,6.3391
-55.764,-37.428,6.884
-55.745,-36.041,5.7027
-54.188,-36.764,6.0939
-52.696,-37.513,6.3895
-52.759,-39.05,7.3708
-51.357,-39.875,7.644
-54.245,-38.223,7.1577
-52.691,-38.243,6.916
-51.21,-38.283,6.6604
-49.879,-39.923,7.4492
-49.993,-40.701,7.9968
-49.792,-39.151,6.9425
-48.629,-40.047,7.2057
-47.588,-41.171,7.4589
-65.265,-42.131,13.209
-66.198,-41.271,14.625
-62.437,-42.466,11.915
-63.933,-42.46,12.42
-63.389,-43.07,13.126
-61.463,-43.465,13.443
-62.892,-43.71,13.799
-59.786,-42.135,10.97
-61.165,-42.353,11.434
-57.1,-41.737,10.142
-58.47,-41.902,10.537
-58.278,-42.515,11.454
-56.792,-42.906,11.891
-58.022,-43.04,12.344
-60.358,-43.282,13.125
-59.836,-43.71,13.87
-60.762,-42.856,12.328
-59.155,-43.153,12.76
-57.649,-43.487,13.213
-58.237,-43.963,14.298
-59.348,-44.208,14.566
-56.148,-43.855,13.626
-57.254,-43.891,14.015
-56.778,-44.289,14.78
-55.279,-44.639,15.192
-56.304,-44.732,15.482
-54.372,-41.539,9.5176
-55.746,-41.608,9.8356
-51.545,-41.406,8.9108
-52.989,-41.475,9.1826
-52.931,-42.051,10.024
-51.522,-42.484,10.542
-52.848,-42.532,10.838
-48.863,-41.422,8.4191
-50.133,-41.365,8.6593
-47.023,-42.423,7.5743
-47.705,-41.76,8.1034
-47.794,-42.281,8.7908
-47.114,-43.235,9.0184
-47.849,-42.673,9.5755
-50.213,-42.454,10.262
-50.118,-42.848,11.086
-50.188,-41.968,9.4273
-48.991,-42.46,9.9438
-47.845,-42.993,10.405
-48.901,-43.181,11.515
-50.054,-43.238,11.866
-47.034,-43.792,10.681
-47.805,-43.326,11.17
-47.733,-43.654,11.928
-46.883,-44.422,12.204
-47.672,-44.06,12.695
-54.27,-44.562,14.866
-53.802,-44.985,15.581
-54.971,-43.734,13.208
-54.629,-44.145,14.048
-53.116,-44.461,14.477
-52.061,-44.346,14.116
-51.728,-44.745,14.88
-55.495,-42.741,11.51
-55.246,-43.258,12.358
-55.602,-42.208,10.684
-54.141,-42.593,11.165
-52.688,-42.982,11.693
-52.281,-43.912,13.336
-50.937,-44.229,13.775
-53.721,-43.575,12.821
-52.527,-43.435,12.52
-51.277,-43.314,12.197
-49.807,-44.114,13.449
-49.661,-44.552,14.216
-49.919,-43.636,12.655
-48.735,-44.014,13.09
-47.514,-44.502,13.42
-52.37,-45.272,15.939
-53.359,-45.396,16.27
-50.447,-45.023,15.248
-51.449,-45.147,15.591
-51.058,-45.526,16.321
-49.762,-45.735,16.614
-50.668,-45.858,16.967
-48.426,-44.857,14.563
-49.428,-44.933,14.943
-46.497,-45.184,13.627
-47.36,-44.901,14.131
-47.144,-45.292,14.87
-46.046,-45.962,15.04
-46.861,-45.632,15.514
-48.824,-45.636,16.259
-48.401,-45.956,16.886
-49.123,-45.306,15.643
-47.875,-45.578,15.892
-46.512,-45.931,16.151
-47.163,-46.124,17.106
-48.01,-46.228,17.466
-45.497,-46.486,16.286
-46.286,-46.16,16.75
-45.952,-46.425,17.332
-45.117,-46.925,17.382
-45.789,-46.633,17.809
-40.204,10.031,9.0124
-39.492,9.7342,9.5549
-39.681,11.432,8.9694
-38.89,11.228,9.7119
-39.234,10.449,9.7566
-38.667,9.4766,10.198
-37.88,9.0443,10.781
-38.463,13.055,8.34
-37.747,12.891,9.2307
-38.371,11.976,9.5755
-37.086,15.535,7.6685
-36.325,15.3,8.5731
-36.997,13.944,8.8828
-36.981,12.728,10.113
-36.306,12.486,10.851
-36.852,11.549,11.083
-37.612,9.8603,11.047
-37.113,8.5882,11.321
-38.059,11.004,10.486
-37.297,10.691,11.117
-36.56,10.362,11.694
-36.313,7.9176,11.78
-35.809,9.8816,12.128
-36.088,8.9058,11.993
-35.531,7.2228,12.129
-34.714,6.3709,12.424
-36.524,18.513,8.0641
-35.586,18.325,8.8321
-35.829,16.782,8.5487
-36.648,20.741,9.0852
-35.532,20.782,9.6797
-35.543,19.653,9.2899
-34.759,18.148,9.5895
-34.004,17.865,10.215
-34.346,16.322,10.093
-36.563,22.674,8.9793
-35.393,22.772,9.5074
-35.495,21.851,9.7992
-36.55,23.769,7.5031
-35.433,23.933,7.834
-35.405,23.427,8.7557
-34.361,22.875,9.9263
-33.347,22.879,10.303
-33.475,21.881,10.767
-33.828,19.353,10.514
-33.269,17.527,10.707
-34.567,20.815,10.301
-33.662,20.699,10.781
-32.773,20.464,11.117
-32.488,17.123,11.044
-32.924,15.645,11.044
-31.888,20.082,11.185
-32.163,18.57,11.143
-31.726,16.623,11.053
-31.186,16.051,10.644
-31.588,14.69,10.908
-34.455,7.4427,12.396
-33.934,5.5569,12.511
-35.427,10.874,12.137
-35.056,9.3544,12.38
-34.246,8.6074,12.357
-33.951,9.7524,12.247
-33.573,7.7561,11.99
-35.589,13.555,10.541
-35.597,12.225,11.494
-35.572,15.105,9.4535
-34.906,14.865,10.192
-34.237,14.594,10.808
-34.16,11.511,12.192
-33.494,10.927,12.031
-34.895,11.896,11.962
-34.203,13.02,11.645
-33.523,14.295,11.265
-32.868,12.153,11.652
-33.23,10.286,11.447
-32.8,13.892,11.472
-32.177,13.393,11.262
-31.937,12.849,10.649
-33.453,4.6768,12.146
-33.288,6.8589,11.333
-33.316,5.7081,11.71
-33.501,3.8815,11.422
-33.914,3.1383,10.712
-33.335,9.6013,10.73
-33.401,8.1965,11.021
-32.204,12.127,9.9145
-32.904,10.874,10.357
-33.62,8.8444,9.9759
-33.924,7.9622,9.2129
-33.766,6.556,9.5063
-33.786,4.131,10.249
-34.572,2.4745,9.9528
-33.397,6.0893,10.564
-33.727,5.284,9.8263
-34.244,4.5042,9.023
-35.385,1.8375,9.1221
-34.89,3.7487,8.1558
-35.103,2.7227,8.5988
-36.375,1.3212,8.2718
-37.718,0.83649,7.4077
-36.644,25.119,5.3457
-35.566,25.645,5.6118
-35.458,24.661,6.6925
-37.261,27.347,3.5476
-36.258,27.901,3.8399
-35.859,26.807,4.645
-34.601,26.167,5.8277
-33.583,26.677,6.0842
-33.396,25.53,7.1137
-38.445,29.335,2.16
-37.476,29.796,2.3058
-36.784,28.891,3.097
-39.926,30.831,0.35731
-38.886,31.097,0.27399
-38.142,30.53,1.4032
-36.405,30.148,2.3754
-35.359,30.514,2.338
-34.756,29.749,3.3045
-33.915,27.853,5.0988
-32.685,27.099,6.1951
-35.302,28.388,4.0243
-34.289,28.853,4.1841
-33.306,29.276,4.213
-31.665,27.313,6.2476
-31.478,26.056,7.2175
-32.238,29.505,4.1607
-31.965,28.504,5.2108
-30.811,27.245,5.9963
-30.253,26.803,5.5144
-30.178,25.487,6.4598
-41.296,31.698,-1.9296
-40.281,31.802,-2.0046
-39.543,31.503,-0.85088
-42.616,32.19,-4.0969
-41.644,32.035,-4.1638
-40.978,31.975,-3.1232
-39.214,31.751,-2.0039
-38.18,31.394,-1.9321
-37.379,31.458,-0.88907
-43.833,32.286,-6.096
-42.876,31.883,-6.1131
-42.244,31.976,-5.1359
-44.993,32.24,-7.9568
-44.236,31.654,-7.9292
-43.591,31.788,-7.0392
-42.086,31.291,-5.9862
-41.369,30.547,-5.6578
-40.56,30.76,-4.7743
-38.976,31.205,-2.9041
-37.191,30.77,-1.7369
-40.646,31.631,-4.0903
-39.753,31.004,-3.8541
-38.913,30.236,-3.4891
-36.246,30.038,-1.568
-35.4,30.304,-0.75281
-38.054,29.419,-3.183
-37.141,29.7,-2.3531
-35.242,29.341,-1.6042
-34.205,28.896,-1.9484
-33.437,29.191,-1.1691
-30.393,27.966,4.4992
-30.198,26.031,4.9326
-32.625,30.17,3.1132
-31.301,29.401,3.875
-30.589,28.901,3.4399
-30.908,29.464,2.4162
-30.259,28.083,2.94
-35.992,31.032,1.3025
-34.264,30.652,2.2332
-37.763,31.312,0.26418
-36.736,31.36,0.16899
-35.596,31.1,0.11104
-32.209,30.226,1.7635
-31.35,29.717,1.4383
-33.17,30.554,2.0346
-33.851,30.671,0.98696
-34.578,30.564,0.071461
-31.97,29.663,0.52493
-30.685,29.005,0.94259
-33.628,29.963,-0.027615
-32.617,29.454,-0.32544
-31.762,29.041,-0.91067
-30.567,25.219,4.4379
-30.654,24.038,5.3219
-30.334,27.145,2.4377
-30.485,26.278,3.4581
-31.227,24.321,3.9326
-32.048,23.445,3.4345
-32.187,22.288,4.3149
-30.172,28.098,0.40671
-30.186,27.712,1.4192
-30.87,28.525,-1.4472
-30.423,28.368,-0.5753
-29.988,27.099,-0.076726
-30.167,26.116,-0.5308
-30.725,25.694,0.35236
-31.808,24.465,2.4034
-32.961,22.493,2.9012
-30.719,26.12,1.9068
-31.331,25.226,1.3651
-32.149,24.319,0.77042
-33.888,21.402,2.3665
-33.808,20.134,3.1798
-33.115,23.425,0.15682
-33.685,22.585,1.2747
-34.732,20.22,1.7744
