"V1","V2","V3"
-25.72,-12.67,-12.683
-26.902,-13.315,-13.205
-27.595,-14.227,-13.374
-24.269,-13.748,-12.072
-24.752,-13.38,-12.188
-23.21,-14.472,-12.101
-23.72,-14.093,-12.067
-25.059,-14.78,-11.769
-25.834,-15.892,-11.596
-26.288,-15.44,-11.938
-27.155,-14.606,-12.818
-28.377,-15.204,-13.669
-26.002,-14.033,-12.278
-26.729,-15.031,-12.343
-27.415,-16.02,-12.415
-29.247,-16.279,-14.018
-28.131,-17.083,-12.536
-28.649,-16.649,-13.228
-30.33,-17.343,-14.224
-31.462,-18.414,-14.029
-21.902,-15.404,-12.275
-22.589,-14.87,-12.177
-19.904,-16.626,-12.451
-20.986,-16.061,-12.453
-22.609,-16.62,-11.983
-23.388,-17.863,-11.671
-24.206,-17.265,-11.539
-18.315,-16.641,-11.083
-19.059,-16.748,-11.924
-16.774,-16.765,-9.9186
-17.613,-16.656,-10.408
-19.167,-17.586,-10.415
-20.077,-18.568,-9.8078
-20.748,-18.604,-10.617
-22.434,-18.327,-11.666
-24.106,-18.927,-11.443
-20.619,-17.642,-11.93
-21.469,-18.569,-11.297
-22.28,-19.562,-11.067
-24.678,-19.957,-11.38
-25.524,-19.549,-11.249
-22.858,-20.681,-11.07
-23.84,-20.348,-11.325
-25.149,-20.848,-11.553
-25.554,-21.624,-11.883
-26.395,-21.203,-11.921
-30.587,-18.843,-13.471
-32.492,-19.394,-13.656
-27.662,-17.57,-11.995
-28.934,-18.186,-12.756
-29.83,-19.264,-12.878
-29.153,-19.717,-12.341
-30.878,-20.401,-12.746
-25.371,-16.331,-11.465
-26.534,-17.034,-11.544
-24.026,-15.58,-11.759
-24.835,-16.772,-11.47
-25.531,-17.987,-11.237
-27.828,-19.164,-11.675
-28.428,-20.198,-11.922
-27.186,-18.115,-11.571
-26.719,-18.643,-11.293
-26.141,-19.134,-11.172
-27.753,-20.626,-11.802
-29.31,-21.34,-12.17
-26.576,-20.123,-11.347
-27.008,-20.932,-11.789
-27.919,-21.945,-12.309
-33.263,-20.36,-13.194
-31.637,-21.513,-12.399
-32.418,-20.887,-12.766
-33.877,-21.442,-12.656
-34.403,-22.552,-12.102
-30.161,-22.465,-12.113
-30.889,-22.008,-12.15
-28.886,-23.189,-12.351
-29.604,-22.856,-12.19
-31.07,-23.673,-11.632
-31.704,-24.773,-11.017
-32.3,-24.218,-11.088
-33.629,-23.078,-11.683
-34.822,-23.66,-11.601
-32.337,-22.637,-11.881
-32.904,-23.671,-11.318
-33.45,-24.742,-10.717
-35.168,-24.732,-11.112
-33.946,-25.758,-10.143
-34.546,-25.173,-10.622
-35.522,-25.802,-10.72
-35.704,-26.701,-10.424
-3.5948,26.65,15.73
-3.5284,25.766,16.412
-3.9163,28.878,13.874
-3.7857,27.776,14.827
-4.3974,27.473,15.312
-5.1163,28.231,15.078
-4.9537,27.092,15.923
-4.2857,31.081,11.73
-4.1,29.988,12.844
-4.7462,33.07,9.3122
-4.5301,32.075,10.564
-5.1063,31.872,11.304
-5.4316,32.833,11.093
-5.4267,31.743,12.145
-5.2741,29.437,14.138
-5.4634,29.229,14.928
-4.7413,29.716,13.409
-5.3536,30.588,13.194
-5.3465,31.621,13.023
-5.1812,30.205,14.86
-5.2883,28.995,15.758
-4.8889,32.626,12.885
-4.9937,31.478,13.888
-4.5931,31.191,14.723
-4.0379,32.263,14.722
-4.177,30.929,15.572
-5.1147,34.849,6.6849
-5.0093,33.992,8.04
-5.0046,36.479,3.9158
-5.0793,35.713,5.3072
-4.9577,35.824,6.4949
-4.4094,36.909,6.4169
-4.7531,35.909,7.6431
-5.0307,37.716,1.5692
-5.0481,37.103,2.6877
-4.3343,39.423,-0.71534
-4.7636,38.49,0.39149
-4.6624,39.141,1.6253
-5.1597,40.933,1.8127
-4.5537,39.894,2.8635
-4.163,37.935,5.158
-3.7756,38.317,6.4507
-4.5993,37.532,3.8839
-4.239,38.938,3.9124
-4.6245,40.812,4.1314
-3.9204,40.376,6.5824
-3.5447,38.795,7.7437
-6.3895,41.84,4.3692
-5.027,41.487,5.4945
-5.6032,41.827,6.8436
-7.3894,41.819,6.8585
-6.1699,41.904,8.0942
-3.8715,33.697,13.838
-3.5058,33.7,14.981
-4.7416,33.776,11.828
-4.3113,33.699,12.788
-3.7172,35.089,12.954
-3.5653,36.601,12.115
-3.4126,36.983,13.495
-5.2744,33.908,9.9842
-5.088,33.843,10.906
-5.272,33.963,9.0129
-5.0328,34.943,8.8234
-4.4744,36.012,8.7052
-3.8455,36.309,10.891
-3.4525,38.236,11.322
-4.5167,34.923,10.81
-4.1647,36.133,9.7807
-3.7919,37.403,8.7902
-3.6852,39.944,10.427
-4.2111,40.372,11.816
-3.4797,39.39,9.0473
-4.7439,41.423,9.3111
-6.7495,41.814,9.3122
-3.2935,35.571,15.732
-3.2235,33.818,16.331
-4.2069,38.999,14.294
-3.6404,37.341,15.078
-4.461,37.393,16.56
-6.3121,37.98,16.611
-5.5071,36.928,17.656
-6.0726,41.372,11.955
-4.9511,40.422,13.256
-8.2583,41.563,9.2586
-7.2446,41.653,10.575
-7.7484,41.37,11.79
-9.0137,41.205,11.666
-8.1812,40.966,13.046
-6.9021,39.077,15.536
-7.7642,38.012,16.265
-5.9704,39.969,14.54
-7.517,40.136,14.386
-8.6713,40.206,14.172
-8.7774,38.056,15.978
-8.3993,37.011,16.936
-9.6087,40.293,14.016
-9.1258,39.245,15.09
-9.5382,38.231,15.777
-10.224,38.48,15.677
-10.01,37.254,16.431
-4.1747,41.511,-3.4785
-4.012,40.486,-1.9272
-6.7922,41.782,-5.8982
-5.2354,42.027,-5.1389
-5.2105,42.702,-3.3756
-6.2817,43.346,-3.0628
-5.9069,42.812,-1.4343
-9.1646,40.868,-6.3253
-8.0653,41.272,-6.1776
-10.623,40.549,-7.3603
-10.002,40.572,-6.6859
-9.9324,41.494,-5.8877
-10.479,42.206,-5.5342
-9.6507,42.536,-5.1992
-7.4459,43.388,-4.3975
-7.0664,43.876,-2.7714
-7.7901,42.371,-5.3948
-8.6489,42.979,-4.9282
-9.33,43.621,-4.457
-7.7712,44.406,-2.5876
-7.3847,43.536,-0.96052
-9.8965,44.291,-4.0442
-8.9143,44.588,-3.5771
-8.2881,45.007,-2.3455
-8.8033,45.715,-2.0974
-8.126,44.769,-0.73103
-10.345,41.321,-9.0801
-10.721,40.852,-8.2705
-8.6697,42.273,-10.237
-9.6383,41.828,-9.7216
-10.438,42.407,-8.8188
-10.439,43.48,-8.4878
-11.085,42.924,-7.8249
-6.0672,43.179,-11.073
-7.4712,42.728,-10.647
-3.9913,44.76,-13.36
-4.596,43.766,-11.763
-5.8175,44.313,-10.66
-5.67,45.432,-10.243
-7.1939,44.965,-9.8202
-9.5212,44.023,-8.9942
-10.474,44.569,-8.0693
-8.5453,43.385,-9.8547
-8.4591,44.492,-9.4523
-8.4154,45.594,-9.0111
-10.533,45.664,-7.6919
-11.255,45.107,-7.1341
-8.3988,46.694,-8.5149
-9.5621,46.216,-8.1502
-10.579,46.755,-7.2213
-10.524,47.876,-6.7673
-11.395,47.302,-6.2675
-9.8088,45.877,-2.812
-9.0475,46.517,-1.8106
-10.734,43.919,-4.4168
-10.364,44.971,-3.6355
-10.752,45.747,-3.2378
-11.504,45.599,-3.6204
-11.067,46.587,-2.7625
-11.112,42.14,-6.1351
-11.011,42.96,-5.2019
-11.044,41.453,-7.1897
-11.354,42.409,-6.9827
-11.607,43.413,-6.7028
-11.817,44.681,-4.5117
-12.127,45.689,-4.1455
-11.445,43.771,-4.8991
-11.828,43.955,-5.5851
-11.74,44.485,-6.4098
-12.358,46.054,-4.9005
-12.44,46.729,-3.7315
-11.92,45.54,-6.0467
-12.05,46.679,-5.6386
-12.135,47.819,-5.1747
-9.3093,47.306,-1.4633
-8.3192,46.539,-0.49479
-11.356,47.44,-2.2782
-10.407,47.453,-1.9066
-9.4733,48.141,-1.0385
-9.7088,48.909,-0.56177
-8.4272,48.413,-0.027938
-12.636,47.75,-3.2932
-12.134,47.466,-2.7084
-12.067,48.989,-4.7085
-12.593,48.297,-4.0512
-12.741,48.799,-2.7776
-12.697,49.886,-2.2608
-12.437,49.298,-1.5444
-10.832,49.006,-0.81118
-9.8535,49.671,0.019181
-11.585,48.278,-1.6901
-11.755,49.067,-1.0859
-11.888,49.932,-0.45587
-9.9806,50.427,0.6229
-8.6692,50.143,0.8351
-11.982,50.796,0.18898
-11.095,50.577,0.49499
-10.098,51.189,1.3704
-10.229,51.867,2.1396
-8.9576,51.677,2.2608
-10.669,39.687,14.927
-10.841,38.83,15.713
-10.232,40.842,12.825
-10.442,40.376,13.958
-11.263,40.523,13.971
-11.882,41.113,12.921
-12.005,40.767,14.084
-9.7322,41.308,10.411
-10.022,41.135,11.588
-9.1084,41.467,8.0238
-9.4626,41.383,9.1843
-10.4,41.39,9.2062
-11.051,41.604,8.042
-11.3,41.604,9.2349
-11.698,41.346,11.662
-12.457,41.691,11.846
-10.881,41.148,11.626
-11.498,41.484,10.486
-12.035,41.987,9.3529
-12.899,42.486,10.808
-13.076,42.283,12.115
-12.434,42.723,8.2634
-12.677,42.638,9.51
-12.943,43.462,9.8471
-12.525,44.414,8.9261
-12.796,44.287,10.206
-8.3707,41.649,5.6404
-8.7796,41.558,6.8486
-7.4838,41.763,3.2767
-7.9886,41.701,4.4419
-9.189,41.55,4.4478
-9.7021,41.713,3.2988
-10.176,41.65,4.4599
-5.7021,41.719,0.77589
-6.7377,41.863,2.057
-4.7065,41.226,-0.57397
-5.9543,42.26,-0.26562
-7.038,42.532,0.014904
-9.0464,41.889,2.1944
-9.722,42.169,2.2705
-8.0679,41.844,2.1391
-8.1609,42.144,1.1281
-7.8406,42.708,0.19229
-9.3235,42.802,1.3939
-10.177,42.714,2.4227
-8.3124,43.043,0.3809
-8.6023,43.621,0.55326
-8.6623,44.346,0.74776
-12.187,44.46,7.6786
-11.761,45.273,8.1503
-12.148,42.738,7.0514
-12.348,43.616,7.3159
-11.783,44.48,6.5251
-11.239,44.406,5.3625
-10.798,45.176,5.7937
-10.809,41.605,6.8756
-11.584,42.014,6.919
-9.8507,41.458,6.8532
-10.511,41.616,5.6716
-10.919,42.002,4.5052
-11.446,43.558,4.9644
-10.644,44.31,4.2117
-11.82,42.718,5.865
-11.388,42.703,4.683
-10.839,42.699,3.5595
-10.037,44.242,3.0453
-9.5459,45.021,3.39
-10.242,43.459,2.7231
-9.3914,44.248,1.8912
-8.488,45.197,0.89508
-10.827,45.959,7.4321
-11.274,45.957,8.5739
-9.6382,45.761,5.0097
-10.286,45.856,6.2175
-9.643,46.566,6.6566
-8.3033,47.086,5.8021
-8.985,47.182,7.0567
-8.4739,45.823,2.4449
-8.9785,45.728,3.7125
-8.1206,46.074,1.0645
-7.7776,47.011,1.2049
-7.4776,48.044,1.298
-7.6141,47.115,4.3845
-6.9219,47.859,4.6934
-8.3235,46.411,4.0758
-7.257,47.453,2.8711
-7.3415,49.072,1.5041
-6.3265,49.484,3.3137
-6.2345,48.742,5.0134
-7.2801,50.14,1.8793
-7.423,51.06,2.4323
-7.6511,51.869,3.1644
-11.498,39.382,15.92
-11.197,38.085,16.498
-12.674,41.209,14.408
-12.109,40.386,15.248
-11.965,40.053,16.269
-12.186,40.813,16.75
-11.645,39.676,17.281
-13.257,43.096,12.555
-13.178,42.058,13.5
-12.313,45.08,10.679
-12.952,44.127,11.575
-13.004,43.899,12.988
-12.426,44.664,13.451
-12.887,43.667,14.398
-12.695,41.697,16.088
-12.154,41.547,17.194
-13.031,41.879,14.792
-12.949,42.646,15.299
-12.538,43.428,15.722
-11.863,42.193,17.645
-11.426,41.324,18.178
-11.935,44.164,16.119
-12.044,43.117,16.958
-11.39,42.886,18.031
-10.748,43.538,18.385
-10.579,42.588,18.971
-10.648,46.63,9.0398
-11.546,45.899,9.7925
-8.2937,47.785,7.4859
-9.626,47.261,8.2886
-10.037,47.227,9.495
-9.2598,47.78,9.9773
-10.272,47.1,10.713
-5.7742,49.803,5.3338
-6.8053,48.444,6.562
-7.9855,52.54,3.9537
-6.4455,51.687,4.2752
-5.5589,50.969,5.6917
-5.5837,52.151,6.1319
-5.3844,50.256,7.3116
-8.048,48.369,9.2276
-8.352,48.308,10.459
-7.4857,48.382,7.9195
-6.6153,49.006,8.3898
-5.6459,49.907,8.901
-7.2762,48.91,10.989
-8.4244,48.184,11.668
-4.9294,51.193,9.5829
-5.9624,49.883,10.363
-6.224,49.947,11.697
-5.9893,51.468,12.619
-6.4485,50.224,13.005
-10.595,44.56,17.658
-9.9062,44.24,18.704
-11.616,45.119,15.198
-11.174,44.843,16.473
-10.261,45.529,16.79
-9.7695,46.362,15.873
-9.2006,46.168,17.094
-11.821,45.567,12.471
-11.804,45.358,13.873
-11.719,45.752,11.094
-11.075,46.384,11.53
-10.367,46.915,11.983
-10.173,46.551,14.611
-9.0891,47.172,14.964
-11.051,45.981,14.244
-10.32,46.734,13.283
-9.4435,47.483,12.431
-8.1992,47.993,14.122
-7.9189,47.932,15.365
-8.3792,48.05,12.879
-7.2848,48.935,13.443
-6.8078,50.511,14.248
-8.7966,44.979,18.976
-8.9831,43.992,19.612
-7.9396,46.866,17.388
-8.4127,45.97,18.21
-7.5912,45.732,19.25
-6.2514,46.733,19.68
-6.4887,45.589,20.297
-7.0531,49.258,15.966
-7.377,47.936,16.61
-7.4442,51.846,14.935
-7.1444,50.761,15.477
-7.2231,50.832,16.681
-7.859,51.782,17.325
-7.0078,50.811,17.882
-6.0243,48.057,19.052
-5.4178,48.061,20.357
-6.7384,47.938,17.8
-6.2835,49.48,18.444
-6.6064,50.711,19.077
-5.3302,49.328,20.994
-4.8772,48,21.842
-7.0312,51.58,19.643
-6.1018,50.558,20.285
-5.5303,50.348,21.555
-5.6491,51.278,22.122
-5.0521,49.974,23.137
-6.1904,45.804,-14.793
-4.9935,45.506,-14.473
-6.9783,46.574,-15.823
-6.9597,46.13,-15.204
-6.6176,47.026,-14.327
-7.0071,48.318,-13.85
-5.931,47.957,-13.567
-5.4637,47.529,-16.897
-6.3766,47.117,-16.406
-3.1625,48.482,-18.267
-4.3385,47.962,-17.392
-5.5743,49.016,-16.449
-5.5826,50.627,-15.985
-6.5777,50.159,-15.541
-7.5639,48.89,-14.368
-7.3228,49.713,-13.374
-7.1855,47.993,-15.423
-7.3059,49.49,-15.014
-7.3585,51.078,-14.566
-7.5374,51.133,-12.906
-6.6437,50.59,-12.6
-7.2876,52.699,-14.078
-7.7769,51.973,-13.494
-7.6454,52.678,-12.433
-7.5931,54.211,-11.972
-6.9756,53.398,-11.542
-2.2294,50.025,-21.35
-2.5117,49.217,-19.651
-3.4365,51.617,-24.49
-2.3491,50.864,-23.12
-2.3894,51.673,-20.92
-2.6829,53.505,-20.611
-2.805,52.7,-18.981
-6.3854,52.075,-23.599
-5.2777,51.856,-24.437
-7.9755,52.416,-23.682
-7.3286,52.278,-23.151
-6.4123,53.517,-23.855
-6.5335,55.302,-24.46
-5.2808,55.109,-24.194
-2.93,54.333,-22.308
-3.074,55.447,-20.548
-3.5631,53.119,-23.941
-3.8113,54.898,-23.611
-4.3492,56.86,-23.558
-3.5054,57.493,-20.695
-3.3596,56.554,-19.02
-5.5098,58.877,-23.41
-4.2128,58.413,-22.305
-4.2878,59.645,-20.895
-5.6511,61.494,-20.762
-4.352,60.792,-19.621
-7.3584,55.207,-12.644
-7.278,55.843,-11.579
-6.4161,53.443,-14.61
-7.0703,54.361,-13.649
-6.6579,55.951,-13.255
-5.5794,56.726,-13.92
-5.9977,57.601,-12.971
-4.4029,51.24,-16.489
-5.5377,52.3,-15.549
-3.2395,50.078,-17.832
-3.3454,51.871,-17.512
-3.4574,53.697,-17.35
-5.0099,55.74,-14.903
-4.4916,57.459,-14.814
-5.3664,54.011,-15.16
-4.2301,54.777,-16.01
-3.5553,55.558,-17.329
-3.7644,58.584,-16.326
-3.9368,59.495,-15.072
-3.6012,57.59,-17.598
-3.6466,59.657,-18.021
-4.3945,61.929,-18.407
-6.7321,57.403,-11.269
-6.6457,56.359,-10.69
-5.1829,59.253,-12.795
-6.092,58.396,-12.019
-5.9307,58.988,-11.049
-4.9925,60.624,-10.867
-5.3623,59.48,-10.107
-3.6671,61.639,-15.542
-4.1096,60.38,-13.929
-6.1835,63.293,-18.005
-4.4587,62.886,-17.176
-4.6875,63.782,-15.945
-6.8249,64.379,-15.493
-4.8573,64.562,-14.725
-4.2993,61.933,-11.866
-4.1982,62.578,-10.727
-4.2701,61.194,-12.882
-3.8772,63.382,-13.207
-5.0401,65.303,-13.532
-4.0874,64.813,-10.765
-4.0397,63.193,-9.4593
-7.2004,65.599,-13.271
-5.2463,65.968,-12.307
-5.3783,66.552,-11.033
-7.5004,66.927,-11.001
-5.5331,67.091,-9.6686
-8.8625,52.159,-26.186
-8.1563,52.315,-24.919
-12.119,51.034,-25.778
-10.543,51.769,-26.551
-10.455,53.361,-26.231
-12.068,54.161,-24.873
-10.547,54.959,-25.709
-14.387,49.354,-23.61
-13.335,50.193,-24.768
-16.087,47.611,-21.288
-15.261,48.497,-22.427
-15.093,49.948,-22.215
-15.805,50.475,-20.809
-14.99,51.402,-21.8
-13.161,53.274,-23.911
-12.998,54.658,-23.241
-13.208,51.747,-24.474
-14.184,52.319,-22.85
-14.812,52.803,-21.243
-13.777,55.007,-21.555
-12.88,55.988,-22.53
-15.502,53.22,-19.842
-14.571,54.091,-20.66
-14.45,55.368,-20.128
-15.474,55.797,-19.098
-14.532,56.676,-19.729
-17.899,46.015,-19.506
-16.937,46.753,-20.26
-20.19,44.868,-18.911
-18.954,45.376,-19.078
-18.932,46.678,-19.145
-20.422,47.436,-18.721
-19.064,48.011,-19.131
-23.012,44.222,-18.436
-21.571,44.531,-18.803
-24.528,42.873,-17.424
-23.968,43.581,-17.936
-23.513,44.528,-17.096
-23.502,44.449,-15.619
-23.07,45.325,-16.17
-21.671,46.847,-18.031
-21.646,47.974,-17.524
-21.554,45.7,-18.468
-22.542,46.231,-17.036
-22.624,46.136,-15.45
-21.886,48.176,-15.832
-21.471,49.12,-17.037
-22.697,46.125,-14.063
-22.254,47.081,-14.84
-21.955,48.236,-14.409
-22.464,48.479,-13.346
-21.826,49.511,-14.167
-16.473,54.92,-18.596
-16.672,56.278,-18.462
-16.533,52.397,-19.272
-16.436,53.672,-18.892
-17.617,54.133,-18.282
-18.861,53.401,-18.031
-18.875,54.644,-17.688
-16.763,49.593,-20.036
-16.662,51.03,-19.707
-16.819,48.164,-20.231
-17.859,48.788,-19.517
-19.158,49.401,-18.996
-18.971,52.141,-18.373
-20.188,52.585,-17.412
-17.731,51.6,-18.952
-19.108,50.781,-18.733
-20.538,50.022,-18.11
-20.994,51.675,-16.445
-20.845,52.949,-16.233
-21.226,50.354,-16.688
-21.378,50.645,-15.257
-21.835,50.923,-14.192
-18.014,56.74,-17.959
-16.996,57.598,-18.439
-20.071,55.026,-16.911
-19.019,55.874,-17.519
-19.344,57.227,-17.448
-20.606,57.699,-16.904
-19.689,58.682,-17.455
-21.41,53.269,-15.226
-20.852,54.124,-16.152
-22.781,51.162,-13.66
-22.011,52.289,-14.388
-22.265,53.527,-14.601
-23.351,53.71,-14.427
-22.596,54.685,-14.889
-21.344,56.636,-16.257
-21.758,58.118,-16.307
-21.029,55.378,-16.154
-21.983,55.697,-15.559
-23.042,55.956,-15.162
-22.873,58.559,-15.796
-22.134,59.717,-16.263
-24.216,56.262,-14.972
-23.499,57.295,-15.315
-24.017,58.857,-15.389
-25.233,59.313,-15.056
-24.491,60.67,-15.155
-9.0959,65.832,-11.507
-9.3027,66.619,-10.503
-8.6641,64.431,-13.483
-8.8786,65.093,-12.494
-10.223,64.519,-11.649
-11.164,63.402,-11.687
-11.476,64.121,-10.83
-8.3358,63.565,-15.598
-8.5275,63.879,-14.481
-7.8347,63.23,-18.316
-8.1522,63.398,-16.84
-9.5973,62.891,-15.668
-10.735,62.689,-15.766
-10.753,62.304,-14.623
-10.939,62.78,-12.608
-12.106,62.364,-11.757
-9.7595,63.238,-13.521
-10.766,62.378,-13.623
-11.895,61.844,-13.733
-13.092,61.557,-11.904
-13.262,61.956,-10.904
-13.049,61.81,-13.828
-13.05,61.45,-12.873
-14.189,61.059,-12.084
-15.343,61.082,-12.181
-15.33,60.707,-11.268
-7.3086,61.757,-21.48
-7.5651,62.731,-19.916
-7.1333,58.905,-24.144
-7.1603,60.485,-22.927
-8.9925,61.593,-22.007
-10.532,60.926,-22.161
-10.615,62.411,-20.832
-7.5949,55.37,-25.125
-7.2447,57.157,-24.932
-7.9041,53.734,-24.913
-8.9158,55.406,-25.751
-10.511,56.488,-25.029
-10.484,59.386,-23.223
-11.916,59.871,-21.804
-8.8833,58.655,-24.39
-10.487,57.915,-24.177
-11.884,56.97,-23.363
-12.88,58.733,-21.2
-13.147,60.368,-20.672
-12.795,57.301,-21.804
-13.74,57.659,-20.407
-14.838,58.128,-19.518
-15.271,61.772,-12.958
-16.43,61.52,-12.188
-13.021,62.529,-14.843
-14.132,62.199,-13.875
-15.231,62.81,-13.981
-15.258,63.699,-15.514
-16.331,63.535,-14.358
-10.65,63.253,-17.196
-11.871,62.965,-15.943
-9.278,63.239,-18.669
-10.573,63.289,-19.054
-11.986,63.038,-19.598
-14.239,63.74,-16.863
-15.627,63.443,-17.688
-13.004,63.405,-16.194
-13.156,63.559,-18.214
-13.302,62.224,-19.919
-15.663,61.736,-19.013
-16.851,62.427,-18.156
-14.411,61.014,-19.818
-15.268,59.746,-19.43
-16.106,58.68,-18.933
-17.479,62.172,-12.24
-17.543,61.324,-11.444
-17.59,63.88,-15.132
-17.396,63.233,-13.328
-18.518,63.043,-12.506
-19.683,63.77,-13.018
-19.663,62.833,-11.727
-17.838,61.083,-18.152
-17.966,62.999,-17.112
-17.453,59.24,-18.408
-18.785,59.883,-17.865
-20.083,60.481,-17.252
-20.036,63.856,-15.034
-21.058,64.024,-13.9
-18.984,63.46,-16.105
-20.24,62.353,-16.633
-21.284,61.079,-16.619
-22.47,63.389,-14.69
-22.145,64.02,-12.727
-22.456,61.627,-15.895
-23.614,62.173,-15.072
-24.785,62.587,-14.252
-10.892,66.096,-9.8769
-9.5436,67.359,-9.4391
-12.738,63.801,-10.021
-11.888,64.924,-9.9696
-12.295,65.691,-9.1183
-13.654,65.188,-8.3108
-12.808,66.428,-8.1911
-14.374,61.529,-10.097
-13.558,62.633,-10.032
-16.448,60.456,-10.485
-15.314,60.781,-10.269
-15.435,61.224,-9.2894
-16.562,60.855,-8.396
-15.755,61.778,-8.2449
-14.39,64.015,-8.2722
-14.98,64.668,-7.4562
-13.924,63.34,-9.1955
-15.025,62.832,-8.234
-16.169,62.317,-7.3683
-16.352,64.121,-6.6012
-15.741,65.353,-6.6156
-17.461,61.94,-6.6864
-16.887,63.027,-6.5928
-17.718,63.689,-5.9308
-19.306,63.359,-5.4187
-18.736,64.404,-5.2938
-18.706,61.201,-10.717
-17.64,60.67,-10.646
-20.827,62.666,-10.973
-19.747,61.895,-10.784
-19.768,61.05,-9.9681
-20.961,60.805,-9.2655
-19.832,60.396,-9.1929
-23.317,63.817,-11.616
-21.98,63.327,-11.148
-26.014,62.93,-13.396
-24.735,63.735,-12.451
-24.506,63.394,-10.534
-25.774,62.697,-9.5997
-24.434,62.197,-9.3124
-22.117,61.28,-9.2707
-22.128,60.364,-8.5815
-21.996,62.3,-10.089
-23.22,61.732,-9.2806
-24.405,60.993,-8.5207
-23.299,59.707,-7.88
-22.226,59.551,-7.8614
-25.537,60.033,-7.9167
-24.386,59.887,-7.8929
-24.353,58.845,-7.2523
-25.351,58.043,-6.6561
-24.338,58.075,-6.5508
-19.817,62.351,-5.572
-20.873,62.856,-4.7065
-18.102,60.963,-6.8661
-18.806,61.61,-6.1689
-20.332,61.231,-5.6747
-20.831,60.144,-5.7791
-21.644,60.616,-4.9645
-17.536,60.224,-8.7081
-17.623,60.398,-7.743
-17.564,60.26,-9.7552
-18.66,60.035,-8.9861
-19.797,59.779,-8.3603
-20.218,59.657,-6.5393
-21.443,59.168,-5.9408
-18.896,60.066,-7.0896
-19.928,59.529,-7.4401
-21.049,59.353,-7.7275
-22.254,58.476,-6.201
-22.495,58.54,-5.2455
-22.187,58.783,-7.057
-23.258,58.104,-6.378
-24.207,57.459,-5.7463
-22.056,62.139,-3.5012
-21.608,63.217,-3.2804
-22.591,59.962,-3.939
-22.347,61.091,-3.7641
-22.409,61.024,-2.15
-22.418,59.813,-1.1315
-22.085,60.836,-0.84808
-23.363,57.859,-4.5086
-22.922,58.902,-4.1833
-25.109,56.896,-5.0657
-24.122,57.197,-4.8358
-23.941,56.972,-3.6923
-24.481,55.872,-3.1107
-23.709,56.661,-2.5895
-22.825,58.829,-1.5646
-22.485,58.591,-0.37535
-23.017,58.915,-2.8596
-23.201,57.749,-2.0579
-23.443,56.38,-1.5068
-22.648,57.453,0.27041
-22.249,58.499,0.71958
-23.813,55.046,-1.0337
-23.17,56.254,-0.32168
-22.969,56.1,0.83225
-23.384,54.869,1.3968
-23.027,56.158,2.0512
-6.4246,52.444,21.444
-5.5743,52.266,22.799
-7.8069,52.522,19.132
-7.1841,52.494,20.269
-7.0361,53.505,20.942
-7.392,54.646,20.464
-6.6112,54.636,21.63
-8.5061,52.694,16.724
-8.3032,52.622,17.952
-7.7221,52.814,14.347
-8.3105,52.75,15.453
-8.8415,53.703,16.068
-8.7639,54.871,15.471
-8.9144,54.841,16.764
-8.0531,54.713,19.312
-7.4701,55.84,19.97
-8.4056,53.605,18.597
-8.6394,54.762,18.063
-8.5751,56.018,17.484
-7.5133,57.045,19.447
-6.8688,56.978,20.626
-8.294,57.212,16.955
-8.0603,57.14,18.221
-7.4994,58.258,18.976
-7.2381,59.441,18.552
-6.9603,59.448,19.767
-5.8215,52.598,12.178
-6.8201,52.71,13.334
-4.8406,52.841,8.4751
-4.9218,52.533,10.509
-5.4233,53.581,11.435
-5.2119,54.756,10.304
-6.0093,54.532,12.244
-7.0733,53.352,5.644
-5.6968,53.188,6.7229
-9.3649,52.918,3.8965
-8.2472,53.211,4.7687
-8.4931,53.914,5.5529
-9.6671,54.499,5.522
-8.598,54.792,6.2448
-5.8567,55.103,8.1572
-5.6541,56.059,8.979
-5.86,54.205,7.4314
-7.3157,55.091,7.0102
-8.454,55.851,6.8814
-6.6033,57.151,8.1954
-5.2975,56.972,9.8857
-9.2354,56.732,6.7194
-8.0525,57.003,7.3981
-7.3672,58.183,7.8414
-7.9339,59.286,7.5473
-6.5793,59.412,8.3376
-7.2715,59.456,17.282
-6.8048,60.665,18.114
-8.0958,57.167,15.682
-7.7082,58.31,16.478
-6.9157,59.408,16.047
-6.1951,59.32,14.86
-5.9389,60.599,15.642
-8.1805,54.809,14.343
-8.3155,56.026,14.973
-7.6654,53.679,13.83
-7.247,54.651,13.411
-6.4202,55.667,12.917
-6.3723,58.067,14.141
-5.3297,59.253,13.55
-7.4882,57.034,14.593
-6.509,56.864,13.52
-5.4998,56.754,12.111
-4.6573,59.319,11.707
-4.4687,60.674,12.634
-4.9512,58.029,10.845
-5.2064,59.453,9.6382
-5.7358,60.753,8.9703
-6.1925,62.168,17.736
-6.444,62.212,18.961
-5.034,62.271,15.1
-5.6902,62.195,16.508
-6.0169,63.952,17.191
-6.9516,65.426,16.145
-7.3019,65.387,17.514
-4.3338,62.436,11.595
-4.4322,62.399,13.544
-6.2556,62.062,8.4945
-5.0557,62.334,9.788
-4.8069,64.088,10.853
-5.6569,65.687,10.362
-5.7584,65.758,12.032
-6.588,65.514,14.818
-8.5129,65.865,15.062
-5.0285,64.146,14.314
-6.0994,65.618,13.493
-7.659,66.381,12.751
-9.9654,65.746,14.002
-10.292,65.569,15.205
